path,classification,evidence,proposed_batch
grails-app/views/partyRole/show.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/core/PartyRoleController.groovy::show (implicit),locations-orgs-5
grails-app/views/partyType/create.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/core/PartyTypeController.groovy::create (implicit); render(view:'create') in grails-app/controllers/org/pih/warehouse/core/PartyTypeController.groovy,locations-orgs-5
grails-app/views/partyType/edit.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/core/PartyTypeController.groovy::edit (implicit); render(view:'edit') in grails-app/controllers/org/pih/warehouse/core/PartyTypeController.groovy,locations-orgs-5
grails-app/views/partyType/list.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/core/PartyTypeController.groovy::list (implicit); megamenu href /partyType/list (runtime.groovy),locations-orgs-5
grails-app/views/partyType/show.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/core/PartyTypeController.groovy::show (implicit),locations-orgs-5
grails-app/views/paymentTerm/create.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/core/PaymentTermController.groovy::create (implicit); render(view:'create') in grails-app/controllers/org/pih/warehouse/core/PaymentTermController.groovy,finance-config-3
grails-app/views/paymentTerm/edit.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/core/PaymentTermController.groovy::edit (implicit); render(view:'edit') in grails-app/controllers/org/pih/warehouse/core/PaymentTermController.groovy,finance-config-3
grails-app/views/paymentTerm/list.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/core/PaymentTermController.groovy::list (implicit); megamenu href /paymentTerm/list (runtime.groovy),finance-config-4
grails-app/views/person/create.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/core/PersonController.groovy::create (implicit); render(view:'create') in grails-app/controllers/org/pih/warehouse/core/PersonController.groovy,users-security-1
grails-app/views/person/edit.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/core/PersonController.groovy::edit (implicit); render(view:'edit') in grails-app/controllers/org/pih/warehouse/core/PersonController.groovy,users-security-1
grails-app/views/person/list.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/core/PersonController.groovy::list (implicit); megamenu href /person/list (runtime.groovy),users-security-1
grails-app/views/person/show.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/core/PersonController.groovy::show (implicit),users-security-1
grails-app/views/picklist/_page.gsp,TEMPLATE,included by picklist/_print.gsp (g:render template='/picklist/page'),
grails-app/views/picklist/_print.gsp,TEMPLATE,render(template:'/picklist/print') in grails-app/controllers/org/pih/warehouse/picklist/PicklistController.groovy; view path string '/picklist/print' in grails-app/controllers/org/pih/warehouse/picklist/PicklistController.groovy,
grails-app/views/picklist/_printPage.gsp,TEMPLATE,included by picklist/print.gsp (g:render template='printPage'),
grails-app/views/picklist/_returnPage.gsp,TEMPLATE,included by picklist/_returnPrint.gsp (g:render template='/picklist/returnPage'),
grails-app/views/picklist/_returnPrint.gsp,TEMPLATE,render(template:'/picklist/returnPrint') in grails-app/controllers/org/pih/warehouse/picklist/PicklistController.groovy; view path string '/picklist/returnPrint' in grails-app/controllers/org/pih/warehouse/picklist/PicklistController.groovy,
grails-app/views/picklist/_returnPrintPage.gsp,TEMPLATE,included by picklist/returnPrint.gsp (g:render template='returnPrintPage'),
grails-app/views/picklist/print.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/picklist/PicklistController.groovy::print (implicit); view path string '/picklist/print' in grails-app/controllers/org/pih/warehouse/picklist/PicklistController.groovy,picking
grails-app/views/picklist/returnPrint.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/picklist/PicklistController.groovy::returnPrint (implicit); view path string '/picklist/returnPrint' in grails-app/controllers/org/pih/warehouse/picklist/PicklistController.groovy,picking
grails-app/views/preferenceType/create.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/core/PreferenceTypeController.groovy::create (implicit); render(view:'create') in grails-app/controllers/org/pih/warehouse/core/PreferenceTypeController.groovy,finance-config-4
grails-app/views/preferenceType/edit.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/core/PreferenceTypeController.groovy::edit (implicit); render(view:'edit') in grails-app/controllers/org/pih/warehouse/core/PreferenceTypeController.groovy,finance-config-4
grails-app/views/preferenceType/list.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/core/PreferenceTypeController.groovy::list (implicit); megamenu href /preferenceType/list (runtime.groovy),finance-config-4
grails-app/views/product/_actions.gsp,TEMPLATE,included by product/_summary.gsp (g:render template='/product/actions'),
grails-app/views/product/_actionsBatch.gsp,TEMPLATE,included by product/batchEdit.gsp (g:render template='actionsBatch'),
grails-app/views/product/_attributes.gsp,UNCERTAIN,dynamic render(template: <expr>) in grails-app/controllers/org/pih/warehouse/product/ProductController.groovy,
grails-app/views/product/_categories.gsp,UNCERTAIN,dynamic render(template: <expr>) in grails-app/controllers/org/pih/warehouse/product/ProductController.groovy,
grails-app/views/product/_category.gsp,UNCERTAIN,dynamic render(template: <expr>) in grails-app/controllers/org/pih/warehouse/product/ProductController.groovy,
grails-app/views/product/_documents.gsp,UNCERTAIN,dynamic render(template: <expr>) in grails-app/controllers/org/pih/warehouse/product/ProductController.groovy,
grails-app/views/product/_inventoryLevels.gsp,UNCERTAIN,dynamic render(template: <expr>) in grails-app/controllers/org/pih/warehouse/product/ProductController.groovy,
grails-app/views/product/_manufacturers.gsp,UNCERTAIN,dynamic render(template: <expr>) in grails-app/controllers/org/pih/warehouse/product/ProductController.groovy,
grails-app/views/product/_mergeProductConfirmationDialog.gsp,UNCERTAIN,dynamic render(template: <expr>) in grails-app/controllers/org/pih/warehouse/product/ProductController.groovy,
grails-app/views/product/_mergeProducts.gsp,UNCERTAIN,dynamic render(template: <expr>) in grails-app/controllers/org/pih/warehouse/product/ProductController.groovy,
grails-app/views/product/_productAssociations.gsp,UNCERTAIN,dynamic render(template: <expr>) in grails-app/controllers/org/pih/warehouse/product/ProductController.groovy,
grails-app/views/product/_productCatalogs.gsp,TEMPLATE,render(template:'productCatalogs') in grails-app/controllers/org/pih/warehouse/product/ProductController.groovy,
grails-app/views/product/_productComponents.gsp,TEMPLATE,render(template:'productComponents') in grails-app/controllers/org/pih/warehouse/product/ProductController.groovy,
grails-app/views/product/_productDetails.gsp,UNCERTAIN,dynamic render(template: <expr>) in grails-app/controllers/org/pih/warehouse/product/ProductController.groovy,
grails-app/views/product/_productGroups.gsp,TEMPLATE,render(template:'productGroups') in grails-app/controllers/org/pih/warehouse/product/ProductController.groovy,
grails-app/views/product/_productMergeLogsFilters.gsp,TEMPLATE,included by product/productMergeLogs.gsp (g:render template='productMergeLogsFilters'),
grails-app/views/product/_productPackageDialog.gsp,UNCERTAIN,dynamic render(template: <expr>) in grails-app/controllers/org/pih/warehouse/product/ProductController.groovy,
grails-app/views/product/_productPackages.gsp,UNCERTAIN,dynamic render(template: <expr>) in grails-app/controllers/org/pih/warehouse/product/ProductController.groovy,
grails-app/views/product/_productSuppliers.gsp,UNCERTAIN,dynamic render(template: <expr>) in grails-app/controllers/org/pih/warehouse/product/ProductController.groovy,
grails-app/views/product/_productSynonyms.gsp,TEMPLATE,render(template:'productSynonyms') in grails-app/controllers/org/pih/warehouse/product/ProductController.groovy,
grails-app/views/product/_productSynonymsEdit.gsp,TEMPLATE,render(template:'productSynonymsEdit') in grails-app/controllers/org/pih/warehouse/product/ProductController.groovy,
grails-app/views/product/_status.gsp,UNCERTAIN,dynamic render(template: <expr>) in grails-app/controllers/org/pih/warehouse/product/ProductController.groovy,
grails-app/views/product/_summary.gsp,TEMPLATE,included by consumption/_product.gsp (g:render template='/product/summary'); included by product/edit.gsp (g:render template='summary'); included by layouts/stockCard.gsp (g:render template='/product/summary'),
grails-app/views/product/_summaryDialog.gsp,TEMPLATE,included by inventoryLevel/_form.gsp (g:render template='/product/summaryDialog'),
grails-app/views/product/_tags.gsp,UNCERTAIN,dynamic render(template: <expr>) in grails-app/controllers/org/pih/warehouse/product/ProductController.groovy,
grails-app/views/product/_uomClassDialog.gsp,UNCERTAIN,dynamic render(template: <expr>) in grails-app/controllers/org/pih/warehouse/product/ProductController.groovy,
grails-app/views/product/_uomDialog.gsp,UNCERTAIN,dynamic render(template: <expr>) in grails-app/controllers/org/pih/warehouse/product/ProductController.groovy,
grails-app/views/product/_uploadFile.gsp,UNCERTAIN,dynamic render(template: <expr>) in grails-app/controllers/org/pih/warehouse/product/ProductController.groovy,
grails-app/views/product/addDocument.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/product/ProductController.groovy::addDocument (implicit); render(view:'addDocument') in grails-app/controllers/org/pih/warehouse/product/ProductController.groovy,product-catalog-2
grails-app/views/product/batchEdit.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/product/ProductController.groovy::batchEdit (implicit); render(view:'batchEdit') in grails-app/controllers/org/pih/warehouse/product/ProductController.groovy; megamenu href /product/batchEdit (runtime.groovy),product-catalog-2
grails-app/views/product/batchEditProperties.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/product/ProductController.groovy::batchEditProperties (implicit),product-catalog-2
grails-app/views/product/edit.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/product/ProductController.groovy::edit (implicit); render(view:'edit') in grails-app/controllers/org/pih/warehouse/product/ProductController.groovy,product-catalog-2
grails-app/views/product/importAsCsv.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/product/ProductController.groovy::importAsCsv (implicit); render(view:'importAsCsv') in grails-app/controllers/org/pih/warehouse/product/ProductController.groovy; megamenu href /product/importAsCsv (runtime.groovy),product-catalog-2
grails-app/views/product/list.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/product/ProductController.groovy::list (implicit); megamenu href /product/list (runtime.groovy),product-catalog-2
grails-app/views/product/productMergeLogs.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/product/ProductController.groovy::productMergeLogs (implicit); render(view:'productMergeLogs') in grails-app/controllers/org/pih/warehouse/product/ProductController.groovy,product-catalog-3
grails-app/views/product/search.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/product/ProductController.groovy::search (implicit),product-catalog-3
grails-app/views/product/show.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/product/ProductController.groovy::show (implicit),product-catalog-3
grails-app/views/product/upnDatabase.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/product/ProductController.groovy::upnDatabase (implicit),product-catalog-3
grails-app/views/productAssociation/_dialog.gsp,TEMPLATE,render(template:'dialog') in grails-app/controllers/org/pih/warehouse/product/ProductAssociationController.groovy,
grails-app/views/productAssociation/_productAssociationDeleteDialog.gsp,TEMPLATE,included by productAssociation/edit.gsp (g:render template='/productAssociation/productAssociationDeleteDialog'); included by productAssociation/show.gsp (g:render template='/productAssociation/productAssociationDeleteDialog'),
grails-app/views/productAssociation/create.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/product/ProductAssociationController.groovy::create (implicit); render(view:'create') in grails-app/controllers/org/pih/warehouse/product/ProductAssociationController.groovy,product-catalog-3
grails-app/views/productAssociation/edit.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/product/ProductAssociationController.groovy::edit (implicit); render(view:'edit') in grails-app/controllers/org/pih/warehouse/product/ProductAssociationController.groovy,product-catalog-3
grails-app/views/productAssociation/list.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/product/ProductAssociationController.groovy::list (implicit); megamenu href /productAssociation/list (runtime.groovy),product-catalog-4
grails-app/views/productAssociation/show.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/product/ProductAssociationController.groovy::show (implicit),product-catalog-4
grails-app/views/productCatalog/_productCatalogItems.gsp,TEMPLATE,render(template:'productCatalogItems') in grails-app/controllers/org/pih/warehouse/product/ProductCatalogController.groovy; included by productCatalog/edit.gsp (g:render template='productCatalogItems'),
grails-app/views/productCatalog/_summary.gsp,TEMPLATE,included by productCatalog/edit.gsp (g:render template='summary'),
grails-app/views/productCatalog/create.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/product/ProductCatalogController.groovy::create (implicit); render(view:'create') in grails-app/controllers/org/pih/warehouse/product/ProductCatalogController.groovy,product-catalog-4
grails-app/views/productCatalog/edit.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/product/ProductCatalogController.groovy::edit (implicit); render(view:'edit') in grails-app/controllers/org/pih/warehouse/product/ProductCatalogController.groovy,product-catalog-4
grails-app/views/productCatalog/list.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/product/ProductCatalogController.groovy::list (implicit); megamenu href /productCatalog/list (runtime.groovy),product-catalog-4
grails-app/views/productCatalog/show.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/product/ProductCatalogController.groovy::show (implicit),product-catalog-4
grails-app/views/productComponent/index.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/product/ProductComponentController.groovy::index (implicit); megamenu href /productComponent/index (runtime.groovy),product-catalog-5
grails-app/views/productGroup/_products.gsp,TEMPLATE,render(template:'products') in grails-app/controllers/org/pih/warehouse/product/ProductGroupController.groovy; included by productGroup/edit.gsp (g:render template='products'),
grails-app/views/productGroup/create.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/product/ProductGroupController.groovy::create (implicit); render(view:'create') in grails-app/controllers/org/pih/warehouse/product/ProductGroupController.groovy,product-catalog-5
grails-app/views/productGroup/edit.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/product/ProductGroupController.groovy::edit (implicit); render(view:'edit') in grails-app/controllers/org/pih/warehouse/product/ProductGroupController.groovy,product-catalog-5
grails-app/views/productGroup/list.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/product/ProductGroupController.groovy::list (implicit); megamenu href /productGroup/list (runtime.groovy),product-catalog-5
grails-app/views/productGroup/show.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/product/ProductGroupController.groovy::show (implicit),product-catalog-5
grails-app/views/productSupplier/_dialog.gsp,TEMPLATE,render(template:'dialog') in grails-app/controllers/org/pih/warehouse/product/ProductSupplierController.groovy,
grails-app/views/productSupplier/create.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/product/ProductSupplierController.groovy::create (implicit); render(view:'create') in grails-app/controllers/org/pih/warehouse/product/ProductSupplierController.groovy,product-catalog-5
grails-app/views/productSupplier/edit.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/product/ProductSupplierController.groovy::edit (implicit); render(view:'edit') in grails-app/controllers/org/pih/warehouse/product/ProductSupplierController.groovy,product-catalog-6
grails-app/views/productSupplier/list.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/product/ProductSupplierController.groovy::list (implicit); megamenu href /productSupplier/list (runtime.groovy),product-catalog-6
grails-app/views/productSupplier/show.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/product/ProductSupplierController.groovy::show (implicit),product-catalog-6
grails-app/views/productType/create.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/product/ProductTypeController.groovy::create (implicit); render(view:'create') in grails-app/controllers/org/pih/warehouse/product/ProductTypeController.groovy,product-catalog-6
grails-app/views/productType/edit.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/product/ProductTypeController.groovy::edit (implicit); render(view:'edit') in grails-app/controllers/org/pih/warehouse/product/ProductTypeController.groovy,product-catalog-6
grails-app/views/productType/list.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/product/ProductTypeController.groovy::list (implicit); megamenu href /productType/list (runtime.groovy),product-catalog-6
grails-app/views/productType/show.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/product/ProductTypeController.groovy::show (implicit),product-catalog-7
grails-app/views/purchaseOrder/_enterOrderDetails.gsp,TEMPLATE,render(template:'enterOrderDetails') in grails-app/controllers/org/pih/warehouse/order/PurchaseOrderController.groovy,
grails-app/views/purchaseOrder/_showOrderItems.gsp,TEMPLATE,render(template:'showOrderItems') in grails-app/controllers/org/pih/warehouse/order/PurchaseOrderController.groovy,
grails-app/views/purchaseOrder/handleError.gsp,DEAD,no static references found,
grails-app/views/purchaseOrder/placeOrder.gsp,DEAD,no static references found,
grails-app/views/putAway/_print.gsp,TEMPLATE,render(template:'/putAway/print') in grails-app/controllers/org/pih/warehouse/putaway/PutAwayController.groovy; view path string '/putAway/print' in grails-app/controllers/org/pih/warehouse/putaway/PutAwayController.groovy,
grails-app/views/quartz/list.gsp,LIVE,quartz-monitor plugin QuartzController.list (build.gradle),admin-config-4
grails-app/views/receiveOrderWorkflow/_progressBar.gsp,DEAD,no static references found,
grails-app/views/receiveOrderWorkflow/receiveOrder/confirmOrderReceipt.gsp,LIVE,webflow state 'confirmOrderReceipt' in grails-app/controllers/org/pih/warehouse/order/ReceiveOrderWorkflowController.groovy::receiveOrderFlow,receiving
grails-app/views/receiveOrderWorkflow/receiveOrder/enterShipmentDetails.gsp,LIVE,webflow state 'enterShipmentDetails' in grails-app/controllers/org/pih/warehouse/order/ReceiveOrderWorkflowController.groovy::receiveOrderFlow,receiving
grails-app/views/receiveOrderWorkflow/receiveOrder/handleError.gsp,UNCERTAIN,webflow view dir of grails-app/controllers/org/pih/warehouse/order/ReceiveOrderWorkflowController.groovy::receiveOrderFlow,
grails-app/views/receiveOrderWorkflow/receiveOrder/processOrderItems.gsp,LIVE,webflow state 'processOrderItems' in grails-app/controllers/org/pih/warehouse/order/ReceiveOrderWorkflowController.groovy::receiveOrderFlow,receiving
grails-app/views/referenceNumberType/_local.gsp,DEAD,no static references found,
grails-app/views/replenishment/_printPage.gsp,TEMPLATE,included by replenishment/print.gsp (g:render template='printPage'),
grails-app/views/replenishment/print.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/inventory/ReplenishmentController.groovy::print (implicit),picking
grails-app/views/report/_dataTableDialog.gsp,TEMPLATE,render(template:'dataTableDialog') in grails-app/controllers/org/pih/warehouse/reporting/ReportController.groovy,
grails-app/views/report/_showTransactionReportMetadata.gsp,TEMPLATE,included by report/showTransactionReport.gsp (g:render template='showTransactionReportMetadata'),
grails-app/views/report/printPaginatedPackingListReport.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/reporting/ReportController.groovy::printPaginatedPackingListReport (implicit),reporting-1
grails-app/views/report/printPickListReport.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/reporting/ReportController.groovy::printPickListReport (implicit),reporting-2
grails-app/views/report/printShippingReport.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/reporting/ReportController.groovy::printShippingReport (implicit),reporting-2
grails-app/views/report/showBinLocationReport.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/reporting/ReportController.groovy::showBinLocationReport (implicit); megamenu href /report/showBinLocationReport (runtime.groovy),reporting-2
grails-app/views/report/showCycleCountReport.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/reporting/ReportController.groovy::showCycleCountReport (implicit); render(view:'showCycleCountReport') in grails-app/controllers/org/pih/warehouse/reporting/ReportController.groovy; megamenu href /report/showCycleCountReport (runtime.groovy),reporting-2
grails-app/views/report/showForecastReport.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/reporting/ReportController.groovy::showForecastReport (implicit); render(view:'showForecastReport') in grails-app/controllers/org/pih/warehouse/reporting/ReportController.groovy; megamenu href /report/showForecastReport (runtime.groovy),reporting-2
grails-app/views/report/showInventoryByLocationReport.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/reporting/ReportController.groovy::showInventoryByLocationReport (implicit); render(view:'showInventoryByLocationReport') in grails-app/controllers/org/pih/warehouse/reporting/ReportController.groovy; megamenu href /report/showInventoryByLocationReport (runtime.groovy),reporting-3
grails-app/views/report/showInventoryReport.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/reporting/ReportController.groovy::showInventoryReport (implicit),reporting-3
grails-app/views/report/showOnOrderReport.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/reporting/ReportController.groovy::showOnOrderReport (implicit); megamenu href /report/showOnOrderReport (runtime.groovy),reporting-3
grails-app/views/report/showPaginatedPackingListReport.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/reporting/ReportController.groovy::showPaginatedPackingListReport (implicit),reporting-3
grails-app/views/report/showRequestDetailReport.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/reporting/ReportController.groovy::showRequestDetailReport (implicit); render(view:'showRequestDetailReport') in grails-app/controllers/org/pih/warehouse/reporting/ReportController.groovy; megamenu href /report/showRequestDetailReport (runtime.groovy),reporting-3
grails-app/views/report/showTransactionReport.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/reporting/ReportController.groovy::showTransactionReport (implicit); megamenu href /report/showTransactionReport (runtime.groovy),reporting-4
grails-app/views/requisition/_actions.gsp,TEMPLATE,included by requisition/_summary.gsp (g:render template='/requisition/actions'); included by requisition/list.gsp (g:render template='/requisition/actions'); included by requisition/_list.gsp (g:render template='/requisition/actions'),
grails-app/views/requisition/_buttons.gsp,DEAD,no static references found,
grails-app/views/requisition/_cancelQuantity.gsp,DEAD,no static references found,
grails-app/views/requisition/_changePackageSize.gsp,DEAD,no static references found,
grails-app/views/requisition/_changeQuantity.gsp,DEAD,no static references found,
grails-app/views/requisition/_chooseSubstitute.gsp,DEAD,no static references found,
grails-app/views/requisition/_editRequisitionItem.gsp,TEMPLATE,render(template:'editRequisitionItem') in grails-app/controllers/org/pih/warehouse/requisition/RequisitionController.groovy,
grails-app/views/requisition/_flowHeader.gsp,DEAD,no static references found,
grails-app/views/requisition/_header.gsp,TEMPLATE,included by requisition/edit.gsp (g:render template='header'); included by requisitionItem/change.gsp (g:render template='/requisition/header'); included by requisition/confirm.gsp (g:render template='header'),
grails-app/views/requisition/_list.gsp,TEMPLATE,included by requisition/list.gsp (g:render template='list'),
grails-app/views/requisition/_menu.gsp,DEAD,no static references found,
grails-app/views/requisition/_modifyRequisitionItem.gsp,DEAD,no static references found,
grails-app/views/requisition/_pickRequisitionItem.gsp,DEAD,no static references found,
grails-app/views/requisition/_picklistItems.gsp,TEMPLATE,render(template:'picklistItems') in grails-app/controllers/org/pih/warehouse/requisition/RequisitionController.groovy,
grails-app/views/requisition/_requisitionItems.gsp,DEAD,no static references found,
grails-app/views/requisition/_requisitionItems2.gsp,TEMPLATE,render(template:'requisitionItems2') in grails-app/controllers/org/pih/warehouse/requisition/RequisitionController.groovy; included by requisition/review.gsp (g:render template='requisitionItems2'),
grails-app/views/requisition/_reviewRequisitionItem.gsp,DEAD,no static references found,
grails-app/views/requisition/_showRequisitionItem.gsp,TEMPLATE,included by stockMovement/_requisition.gsp (g:render template='/requisition/showRequisitionItem'); included by requisition/show.gsp (g:render template='showRequisitionItem'),
grails-app/views/requisition/_summary.gsp,TEMPLATE,included by requisition/edit.gsp (g:render template='summary'); included by requisitionItem/change.gsp (g:render template='/requisition/summary'); included by requisition/createNonStock.gsp (g:render template='summary'),
grails-app/views/requisition/_supplementProduct.gsp,DEAD,no static references found,
grails-app/views/requisition/addComment.gsp,DEAD,no static references found,
grails-app/views/requisition/addDocument.gsp,DEAD,no static references found,
grails-app/views/requisition/chooseTemplate.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/requisition/RequisitionController.groovy::chooseTemplate (implicit); render(view:'chooseTemplate') in grails-app/controllers/org/pih/warehouse/requisition/RequisitionController.groovy; megamenu href /requisition/chooseTemplate (runtime.groovy),requisitions-1
grails-app/views/requisition/confirm.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/requisition/RequisitionController.groovy::confirm (implicit),requisitions-1
grails-app/views/requisition/create.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/requisition/RequisitionController.groovy::create (implicit); megamenu href /requisition/create (runtime.groovy),requisitions-1
grails-app/views/requisition/createNonStock.gsp,LIVE,render(view:'createNonStock') in grails-app/controllers/org/pih/warehouse/requisition/RequisitionController.groovy,requisitions-1
grails-app/views/requisition/createStock.gsp,LIVE,render(view:'createStock') in grails-app/controllers/org/pih/warehouse/requisition/RequisitionController.groovy,requisitions-1
grails-app/views/requisition/edit.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/requisition/RequisitionController.groovy::edit (implicit),requisitions-1
grails-app/views/requisition/editHeader.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/requisition/RequisitionController.groovy::editHeader (implicit); render(view:'editHeader') in grails-app/controllers/org/pih/warehouse/requisition/RequisitionController.groovy,requisitions-2
grails-app/views/requisition/fulfill.gsp,DEAD,no static references found,
grails-app/views/requisition/fulfillItem.gsp,DEAD,no static references found,
grails-app/views/requisition/list.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/requisition/RequisitionController.groovy::list (implicit); render(view:'list') in grails-app/controllers/org/pih/warehouse/requisition/RequisitionController.groovy; megamenu href /requisition/list (runtime.groovy),requisitions-2
grails-app/views/requisition/pick.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/requisition/RequisitionController.groovy::pick (implicit),requisitions-2
grails-app/views/requisition/printDraft.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/requisition/RequisitionController.groovy::printDraft (implicit),requisitions-2
grails-app/views/requisition/process.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/requisition/RequisitionController.groovy::process (implicit),requisitions-2
grails-app/views/requisition/review.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/requisition/RequisitionController.groovy::review (implicit),requisitions-2
grails-app/views/requisition/show.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/requisition/RequisitionController.groovy::show (implicit),requisitions-3
grails-app/views/requisition/showPicklist.gsp,DEAD,no static references found,
grails-app/views/requisition/substitute.gsp,DEAD,no static references found,
grails-app/views/requisition/transfer.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/requisition/RequisitionController.groovy::transfer (implicit); render(view:'transfer') in grails-app/controllers/org/pih/warehouse/requisition/RequisitionController.groovy,requisitions-3
grails-app/views/requisitionItem/_actions.gsp,DEAD,no static references found,
grails-app/views/requisitionItem/change.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/requisition/RequisitionItemController.groovy::change (implicit),requisitions-3
grails-app/views/requisitionItem/list.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/requisition/RequisitionItemController.groovy::list (implicit); render(view:'list') in grails-app/controllers/org/pih/warehouse/requisition/RequisitionItemController.groovy,requisitions-3
grails-app/views/requisitionTemplate/_actions.gsp,TEMPLATE,included by requisitionTemplate/_summary.gsp (g:render template='actions'); included by requisitionTemplate/_list.gsp (g:render template='/requisitionTemplate/actions'),
grails-app/views/requisitionTemplate/_header.gsp,TEMPLATE,included by requisitionTemplate/sendMail.gsp (g:render template='header'); included by requisitionTemplate/editHeader.gsp (g:render template='header'); included by requisitionTemplate/show.gsp (g:render template='header'),
grails-app/views/requisitionTemplate/_list.gsp,TEMPLATE,included by requisitionTemplate/list.gsp (g:render template='list'),
grails-app/views/requisitionTemplate/_printPage.gsp,UNCERTAIN,dynamic render(view: <expr>) in grails-app/controllers/org/pih/warehouse/requisition/RequisitionTemplateController.groovy,
grails-app/views/requisitionTemplate/_summary.gsp,TEMPLATE,included by requisitionTemplate/sendMail.gsp (g:render template='summary'); included by requisitionTemplate/editHeader.gsp (g:render template='summary'); included by requisitionTemplate/show.gsp (g:render template='summary'),
grails-app/views/requisitionTemplate/batch.gsp,LIVE,controller action grails-app/controllers/org/pih/warehouse/requisition/RequisitionTemplateController.groovy::batch (implicit); render(view:'batch') in grails-app/controllers/org/pih/warehouse/requisition/RequisitionTemplateController.groovy,stocklists-1
